text,text_length,indicator_id,indicator_name,category,subcategory,framework,match_score,keyword_matches,matched_keywords,label,report_name
"The EY limited assurance report and conclusion can be found at www.nestle.com assurance-statement. Our Reporting Scope and Methodology for ESG Key Performance Indicators document provides details and definitions. It can be found here. Nestlés business model is to deliver exceptional products to our customers while delivering sustainability and value. Our diverse portfolio encompasses well- known brands and innovative offerings, allowing us to meet the ever-changing demands of consumers.",491,ONT_025,Green_Products,Environmental,Green_Products,ONTOLOGY,0.4,2,"indicator, products",1,creating-shared-value-sustainability-report-2023-en.pdf
"As a global company, we are unwavering in our dedication to growing our business, while focusing on environmental and social responsibility. Nestlés resilient and flexible business model empowers us to navigate market challenges, seize opportunities and achieve sustainable growth. Please refer to the Our business section of this years Nestlé Annual Review for more detail on this topic.",388,ONT_050,Sustainable_Finance,Environmental,Sustainable_Finance,ONTOLOGY,0.4,2,"sustainable, environmental",1,creating-shared-value-sustainability-report-2023-en.pdf
"Categories and markets We make and sell products in: Powdered and Liquid Beverages, PetCare, Nutrition and Health Science, Prepared dishes and cooking aids, Milk products and ice cream, Confectionery and Water. Our business operates in five zones: North America (NA), Europe (EUR), Asia, Oceania and Africa including Middle East (AOA), Latin America (LATAM) and Greater China (GC).",381,ONT_011,Water,Environmental,Water,ONTOLOGY,0.3333333333333333,1,water,1,creating-shared-value-sustainability-report-2023-en.pdf
"About Nestlé 270 000 Employees across all our operations 188 Countries we sell in 93.0 Billion Group sales in CHF Informed by the materiality assessment conducted for our business model (see page 5), the table above summarizes the strategies for the identified material topics and the leading key performance indicators that show the effectiveness of the measures behind those strategies. The full set of sustainability key performance indicators is listed on pages 7989.",471,ONT_018,Employee_Development,Environmental,Employee_Development,ONTOLOGY,0.4,2,"employee, indicator",1,creating-shared-value-sustainability-report-2023-en.pdf
Covers emissions related to our net zero commitment. Net reductions () of GHG emissions vs. 2018 baseline. Includes removals from inside our value chains and sourcing landscapes. Previously absolute amount of reductions and removals vs. Business As Usual was used as the indicator. Therefore data are not comparable between years. Cocoa and coffee only included in 2023.,370,ONT_015,GHG_Emissions,Environmental,GHG_Emissions,ONTOLOGY,0.5,2,"indicator, emissions",1,creating-shared-value-sustainability-report-2023-en.pdf
"In 2023, the following ingredients are included in the numerator: dairy (fresh milk and dairy derivatives), coffee (excluding blended green coffee and blue bottle), cocoa, cereals and grains, soy and vegetables. The denominator includes all raw materials in scope: coffee, cocoa, dairy, sugar, cereals and grains, meat, poultry and eggs, palm oil, soy, vegetables, fish and seafood.",382,ONT_024,Green_Buildings,Environmental,Green_Buildings,ONTOLOGY,0.2,1,green,1,creating-shared-value-sustainability-report-2023-en.pdf
Number corrected to adjust for some products that were reclassified. KPI methodology was updated in 2023 to account for YOUth Entrepreneurship Platform data. The definition of this KPI changed in the current year from women in the top 200 senior executive positions ().,269,ONT_025,Green_Products,Environmental,Green_Products,ONTOLOGY,0.2,1,products,1,creating-shared-value-sustainability-report-2023-en.pdf
"Creating Shared Value and Sustainability Report 2023 3 Table of contents Our business model and progress against commitments Governance Sound governance is essential to create shared value, meet our environmental and social commitments and fulfill our due diligence and reporting obligations. Nestlés ESG  Sustainability Strategy is key to our decision-making.",360,ONT_038,Corporate_Governance,Environmental,Corporate_Governance,ONTOLOGY,0.4,2,"governance, environmental",1,creating-shared-value-sustainability-report-2023-en.pdf
"To ensure we meet our aim of long- term, sustainable value creation, the strategy is developed and delivered by our Executive Board and is approved and regularly reviewed by the Board of Directors and its Sustainability Committee. The Sustainability Committee Charter can be viewed here. The Board of Directors approved the 2023 Nestlé Creating Shared Value and Sustainability Report to be issued on February 22, 2024, subject to approval at the Annual General Meeting on April 18, 2024.",487,ONT_020,Board_Diversity,Environmental,Board_Diversity,ONTOLOGY,0.2,1,board,1,creating-shared-value-sustainability-report-2023-en.pdf
"Executive Board remuneration is linked to ESG indicators. In 2021, we introduced ESG-related key performance indicators (KPIs) to the Short-Term Incentive Plan for 15 of its grant value. In 2023, they relate to affordable nutrition with micronutrients, the reduction of greenhouse gas (GHG) emissions, plastic packaging designed for recycling, the reduction of water use in factories, and management positions held by women.",424,ONT_011,Water,Environmental,Water,ONTOLOGY,0.6666666666666666,2,"indicator, water",1,creating-shared-value-sustainability-report-2023-en.pdf
"Also in 2023, an ESG-related KPI was added as a fourth performance metric in the Long-Term Incentive Plan for 20 of its grant value. It relates to the reduction of GHG emissions. Full details of Board-level remuneration and bonuses are available in our Compensation Report. The ESG  Sustainability Council provides strategic leadership and drives the implementation of Nestlés ESG  Sustainability Strategy.",406,ONT_048,Remuneration,Environmental,Remuneration,ONTOLOGY,0.3333333333333333,1,remuneration,1,creating-shared-value-sustainability-report-2023-en.pdf
"The Council is chaired by our Executive Vice President (EVP), Head of Strategic Business Units and Marketing and Sales. The Council addresses the following topics: 2050 net zero, Sustainable Packaging, Water, Responsible Sourcing, Upstream Human Rights, Communications, Advocacy, and Systems and Reporting. The Council meets every month and regularly reports to the full Executive Board. The structure helps to accelerate and standardize decision- making on a global level.",473,ONT_021,Human_Rights,Environmental,Human_Rights,ONTOLOGY,0.4,2,"rights, human",1,creating-shared-value-sustainability-report-2023-en.pdf
"The Council also oversaw the implementation of the new reporting obligations, including Swiss Non-Financial Reporting Obligations (articles 964a to 964c and articles 964j to 964l of the Swiss Code of Obligations) which require specific disclosures on ESG risks, policies, mitigation measures and outcomes, summarized in the appendix of this report. We monitor our ESG  Sustainability Strategy performance KPIs using an internal dashboard.",438,ONT_020,Board_Diversity,Environmental,Board_Diversity,ONTOLOGY,0.2,1,board,1,creating-shared-value-sustainability-report-2023-en.pdf
"For the full list of KPIs, see pages 79 to 89 in the appendix of this report. Performance data are generated every quarter and progress is reviewed by the ESG  Sustainability Council. For full details of our governance structure, see our latest Corporate Governance Report.",273,ONT_038,Corporate_Governance,Environmental,Corporate_Governance,ONTOLOGY,0.4,2,"governance, corporate",1,creating-shared-value-sustainability-report-2023-en.pdf
Key: Approves Reports Advises Our governance and implementation structure Sustainability Committee (SC) The SC has oversight over the structure and content of the Companys ESG  Sustainability reporting and validates that the overall approach is in line with the Companys strategy. Audit Committee (AC) The AC has oversight over the accuracy of the Companys financial and ESG  Sustainability reporting.,401,ONT_038,Corporate_Governance,Environmental,Corporate_Governance,ONTOLOGY,0.2,1,governance,1,creating-shared-value-sustainability-report-2023-en.pdf
BOARD COMMITTEES The Board is responsible for the Companys strategy and organization and provides oversight over its financial and non-financial performance and reporting. The Board approves the Companys ESG  Sustainability Strategy and approves its CSV and Sustainability Report for submission to the Annual General Meeting.,325,ONT_020,Board_Diversity,Environmental,Board_Diversity,ONTOLOGY,0.2,1,board,1,creating-shared-value-sustainability-report-2023-en.pdf
"BOARD OF DIRECTORS The Companys Executive Board is responsible for the execution of the Companys ESG  Sustainability Strategy, which includes ensuring compliance with mandatory reporting obligations. EXECUTIVE BOARD The ESG  Sustainability Council provides strategic leadership and execution support, and drives the implementation of Nestlés ESG  Sustainability Strategy, including our 2050 Net Zero Roadmap, ensuring focus and alignment.",438,ONT_020,Board_Diversity,Environmental,Board_Diversity,ONTOLOGY,0.2,1,board,1,creating-shared-value-sustainability-report-2023-en.pdf
Scope:  2050 net zero  Sustainable Packaging  Water  Responsible Sourcing  Upstream Human Rights  Communications  Advocacy  Systems and Reporting ESG  SUSTAINABILITY COUNCIL The CSV Council is an external advisory body that advises senior management on a range of sustainability issues.,286,ONT_021,Human_Rights,Environmental,Human_Rights,ONTOLOGY,0.4,2,"rights, human",1,creating-shared-value-sustainability-report-2023-en.pdf
"CREATING SHARED VALUE (CSV) COUNCIL Creating Shared Value and Sustainability Report 2023 4 Table of contents Governance Our material topics Impact of Nestlé on people and the environment Major Water management Ecological impacts GHG emissions Health  nutrition Environmental  social impacts of ingredient supply chain Product quality  safety Significant Employee health  safety Physical impacts of climate change Access  affordability Product labeling  marketing Circular economy Human rights  labor practices Employee acquisition, talent management  retention Employee engagement, diversity  inclusion Packaging lifecycle management Moderate Animal welfare Business ethics Community relations Negligible Governance structures  mechanisms Data privacy management Negligible Moderate Significant Major Importance and impact on Nestlés business success Material topics selection Establish external context Stakeholder engagement Materiality assessment Review strategies Publish in CSV and Sustainability Report Sustainability Accounting Standards Board (SASB) aligned material topics selected AI software analysis and analysis of environment 55 interviews conducted and surveys collected Quantitative and qualitative input assessed Identify risks and opportunities in results and adjust priorities accordingly Share results internally and externally Report chapters covering topics Governance 1 Stakeholder engagement 9 On the road to net zero 2 3 Restoring nature, protecting biodiversity 2 3 4 Looking at the whole landscape 2 3 4 More regenerative practices on farms 2 3 4 Water stewardship 4 5 Responsible sourcing 6 7 Advancing human rights 6 8 Packaging and circularity 14 15 Supporting balanced and sustainable diets 10 11 12 Food safety and quality 13 Our diverse and inclusive culture 16 Opportunities for young people 18 An employer of choice 16 17 18 The foundations of ethical business 19 20 Community giving 9 Nestlé employs a comprehensive and systematic approach to identify its most material topics in ESG  Sustainability.",2036,ONT_011,Water,Environmental,Water,ONTOLOGY,0.6666666666666666,2,"environmental, water",1,creating-shared-value-sustainability-report-2023-en.pdf
"Materialitys value We regularly conduct a materiality assessment to identify where Nestlés business model has the greatest impact on society and the environment, and which impacts are most important to our business success. The assessment helps to prioritize actions that maximize value creation for shareholders and cultivate positive societal and environmental impacts. Although our priorities may not change greatly from year to year, we evaluate each topic to inform strategic decision-making.",497,ONT_037,Community_and_Society,Environmental,Community_and_Society,ONTOLOGY,0.4,2,"society, environmental",1,creating-shared-value-sustainability-report-2023-en.pdf
"Our approach Overseen by the ESG  Sustainability Council, we update our materiality assessment every two years. The last assessment was conducted in 2022. Our due diligence approach included working with an independent third party to conduct desk research and interviews with 55 internal and external stakeholders. The results, published in last years Nestlé Creating Shared Value and Sustainability Report, informed how we managed the business in 2023.",453,,GHGEmissionsScope1,Environmental,Climate Change,,0.125,1,stakeholder,1,creating-shared-value-sustainability-report-2023-en.pdf
"In 2023, we updated our materiality matrix to focus on ESG topics only, in line with the contents of this report. We summarize the related risks and opportunities for stakeholders and the environment. Other non-ESG related topics of particular stakeholder interest are addressed in the Nestlé Annual Review.",307,,GHGEmissionsScope1,Environmental,Climate Change,,0.25,2,"topics, stakeholder",1,creating-shared-value-sustainability-report-2023-en.pdf
"These include customer satisfaction, systematic and critical risk management of the legal and regulatory environment, changing consumption patterns, business models and innovation and technology, cybersecurity and information security, and organizational set-up and efficiency. Managing risks In addition to the materiality assessment, a risk assessment at Group level is conducted annually. ESG  Sustainability topics are built into our Enterprise Risk Management process.",473,ONT_030,Resource_Efficiency,Environmental,Resource_Efficiency,ONTOLOGY,0.2,1,efficiency,1,creating-shared-value-sustainability-report-2023-en.pdf
"This helps to ensure that the full range of material topics is incorporated into the risks and opportunities that are considered across the Company. Risks relating to the environmental and social impacts of the supply chain, including exposure to human rights risks, are reviewed at Group management level. There is also a detailed supplier risk and due diligence program, conducted by the Global Procurement function.",418,ONT_021,Human_Rights,Environmental,Human_Rights,ONTOLOGY,0.6,3,"rights, environmental, human",1,creating-shared-value-sustainability-report-2023-en.pdf
"If required, cases relating to our risk assessment processes are escalated to the Executive Board and related findings are reflected in decision-making processes at an operational and strategic level. Further information on business risks related to our different material topics is included in the 2023 Nestlé Annual Review, under Principal Risks and Uncertainties.",366,ONT_020,Board_Diversity,Environmental,Board_Diversity,ONTOLOGY,0.2,1,board,1,creating-shared-value-sustainability-report-2023-en.pdf
"18 16 20 1 19 7 12 11 2 17 9 8 14 5 10 6 13 15 4 3 Evaluating our material topics Our materiality process Creating Shared Value and Sustainability Report 2023 5 Table of contents Our material topics Stakeholder engagement 2023 stakeholders and activity examples In a fast-evolving global context, we exchange relevant ESG information and communicate announcements with a broad range of stakeholders, across a wide range of channels: Consumers: social media, brand campaigns, transparent information.",499,,GHGEmissionsScope1,Environmental,Climate Change,,0.25,2,"topics, stakeholder",1,creating-shared-value-sustainability-report-2023-en.pdf
"Customers: regular meetings, communications, topical events. Investors and analysts: meetings, investor days, analyst calls. Industry associations: regular engagements across ESG topics. Governments, international organizations, NGOs: discussions, events, conferences. Global partnerships: joint initiatives on key topics, hosting of events. Suppliers: programs, guidance, collaborative roadmaps, support. Academia and science: symposia, collaboration with institutions.",470,ONT_035,Child_Labor,Environmental,Child_Labor,ONTOLOGY,0.2,1,labor,1,creating-shared-value-sustainability-report-2023-en.pdf
"Farmers, youth, communities: grower programs for commodities. Ratings:  1 on Nature, World Benchmarking Alliance. 2 on Food and Agriculture, World Benchmarking Alliance. 2023 engagements included: Climate:  Published the Nestlé Climate Advocacy Industry Associations Review. Provided ongoing support to the International Chamber of Commerce, Business for Nature and the World Business Council for Sustainable Development in calling for strong action by policymakers to safeguard natural resources.",497,ONT_044,Environmental_Policy,Environmental,Environmental_Policy,ONTOLOGY,0.25,1,policy,1,creating-shared-value-sustainability-report-2023-en.pdf
"Supported efforts to place food systems at the heart of climate action, backing the COP28 Action Agenda on Regenerative Landscapes and the Emirates Declaration on Resilient Food Systems, Sustainable Agriculture and Climate Action. Partnered with key suppliers to commit to climate change mitigation. Shared guidance on regenerative agriculture techniques such as improved grazing patterns and tree planting. Social:  Established a new UNESCO partnership for youth projects.",473,ONT_050,Sustainable_Finance,Environmental,Sustainable_Finance,ONTOLOGY,0.2,1,sustainable,1,creating-shared-value-sustainability-report-2023-en.pdf
"Grew the Nestlé Cocoa Plan income accelerator program to reach 10 000 cocoa farming families. Launched Salient Issue Action Plans for Human Rights. Nestlé Youth delegation attended the World Food Forum to showcase work on innovation. Implemented the Nescafé Plan 2030, continued to offer farmers close agronomy support and worked directly with them on various pilot projects.",375,ONT_021,Human_Rights,Environmental,Human_Rights,ONTOLOGY,0.4,2,"rights, human",1,creating-shared-value-sustainability-report-2023-en.pdf
"Transparency:  Engaged with the investment community through our Annual General Meeting and regular investor meetings and analyst calls. Held five in-person Chairmans roundtables and engaged with investors throughout the year. Published the 2022 CSV and Sustainability Report. Global partnerships:  Refocused our partnership with IFRC, with a five-year strategic partnership for the Disaster Response Emergency Fund. Renewed our annual partnership with World Central Kitchen.",475,,GHGEmissionsScope1,Environmental,Climate Change,,0.25,2,"transparency, engaged",1,creating-shared-value-sustainability-report-2023-en.pdf
"Established a new UNESCO partnership to support young people to contribute to their communities. Nestlé and The Global FoodBanking Network signed a Memorandum of Understanding to work on the goal of reducing global food loss and waste while working to eliminate hunger in communities around the world. Nutrition:  Publication of Good for You, our new Nutrition Strategy.",370,ONT_005,Waste,Environmental,Waste,ONTOLOGY,0.3333333333333333,1,waste,1,creating-shared-value-sustainability-report-2023-en.pdf
Committee on World Food Security: Three presentations as well as discussions with governments and key stakeholders to advance our advocacy priorities. Participated in the UN Food Systems Summit2 Stocktaking Moment. Packaging:  Co-chaired the Business Coalition for a Global Plastics Treaty.,290,ONT_043,Environmental_Mgmt._System,Environmental,Environmental_Mgmt._System,ONTOLOGY,0.14285714285714285,1,system,1,creating-shared-value-sustainability-report-2023-en.pdf
"Developed the Fair Circularity Initiative with the private sector and non-governmental organizations, ensuring regulatory compliance and topical thought leadership on human rights issues across the full packaging lifecycle, mitigating reputational risk. Hosted 3 Horizons facilitator training with 50 key stakeholders and Nestlé employees to advance collective thinking on waste management and packaging system futures.",419,ONT_021,Human_Rights,Environmental,Human_Rights,ONTOLOGY,0.4,2,"rights, human",1,creating-shared-value-sustainability-report-2023-en.pdf
"Continued partnerships with customers and startups such as Circulation in Germany to build new scalable systems across reuse and refill. Farmers, local communities and young people are among our key stakeholders. Regular interactions with our many stakeholders help us perform better as a company. To assess our impacts on the identified ESG material topics, we engage with our stakeholders at a local, regional, national and international level.",446,,GHGEmissionsScope1,Environmental,Climate Change,,0.25,2,"topics, stakeholder",1,creating-shared-value-sustainability-report-2023-en.pdf
"We apply the Nestlé Corporate Business Principle of transparent interaction and communication in every engagement. This approach encourages collaboration, knowledge sharing, open discussion and deep dialogue. We run projects, release publications and host campaigns and events that we believe will help address any risks related to the material topics and advance regenerative food systems at scale.",399,ONT_035,Child_Labor,Environmental,Child_Labor,ONTOLOGY,0.2,1,labor,1,creating-shared-value-sustainability-report-2023-en.pdf
"Throughout the year, we consult regularly with our Creating Shared Value (CSV) Council, an advisory group established in 2009. The CSV Councils agenda is defined by Nestlés commitments and activities to advance regenerative food systems. This includes, but is not limited to, issues that impact the business related to climate, nature (forests, land and agriculture), packaging, circular economy, water, human rights, nutrition and social matters.",447,ONT_021,Human_Rights,Environmental,Human_Rights,ONTOLOGY,0.4,2,"rights, human",1,creating-shared-value-sustainability-report-2023-en.pdf
"The topics in 2023 included progress on our approach to nutrition, the implementation of our climate roadmap and water management. During 2023, we also engaged with our stakeholders to demonstrate progress on key items related to:  Coffee: Nescafé Plan 2030 Progress Report, Nespresso The 2030 Positive Cup Strategy and Nespresso The Positive Cup 2022 Progress Report.",368,,GHGEmissionsScope1,Environmental,Climate Change,,0.375,3,"topics, engaged, stakeholder",1,creating-shared-value-sustainability-report-2023-en.pdf
"Cocoa: Nestlé Cocoa Plan Income Accelerator Progress Report, Towards Forest Positive Cocoa Annual Progress Report 2023, Nestlé Cocoa Plan Annual Progress Report 2022. Nutrition: Good for You strategy. Creating Shared Value and Sustainability Report 2023 6 Table of contents Stakeholder engagement On the road to net zero Our science-based approach to net zero is designed to mitigate emissions across our value chain and help address impacts on natural ecosystems, communities and food systems.",494,ONT_015,GHG_Emissions,Environmental,GHG_Emissions,ONTOLOGY,0.25,1,emissions,1,creating-shared-value-sustainability-report-2023-en.pdf
"At the end of 2023, we:  Achieved a reduction in emissions of 12.75 vs. 2018 baseline. With removals, a 13.58 net reduction vs. 2018. Are more than halfway to our 2025 Net Zero Roadmap target of 20 absolute emissions reductions against a 2018 baseline. Identified over 80 of the supply chain initiatives needed to hit this objective. Are planning further GHG emissions reductions to reach a 50 cut in absolute terms across our net zero scope by 2030.",450,ONT_049,Supply_Chain,Environmental,Supply_Chain,ONTOLOGY,0.4,2,"supply, chain",1,creating-shared-value-sustainability-report-2023-en.pdf
"79.55 GHG emissions 78.79 Net GHG emissions 0.76 GHG removals Nestlé GHG emissions, GHG removals and  net reduction vs. 2018 baseline (million tonnes of CO2e) Sustainable Development Goals (SDG) contributions To track our progress, we put in place the following KPIs: 2023 absolute CO2e reductions and removals from our interventions (million tonnes) Sourcing  Dairy  Livestock 25 Sourcing  Soil  Forest 9 Manufacturing 15 Packaging 7 Logistics 4 Recipe reformulation 6 Removals 6 Responsible Sourcing 28 91.17 2018 baseline Peak carbon 100 90 80 70 60 50 2023 2018 2019 2020 Net Zero Roadmap launched 2021 2022  Includes Scopes 1, 2 and 3 covered by the Net Zero Roadmap.",672,ONT_015,GHG_Emissions,Environmental,GHG_Emissions,ONTOLOGY,0.25,1,emissions,1,creating-shared-value-sustainability-report-2023-en.pdf
"Restated baseline due to acquisitions, divestitures and methodological enhancements. Net reduction (in ) includes GHG reductions and GHG removals from projects within our value chain and our sourcing landscapes. Our Reporting Scope and Methodology for ESG Key Performance Indicators document provides details and definitions and can be found here.",347,ONT_049,Supply_Chain,Environmental,Supply_Chain,ONTOLOGY,0.4,2,"indicator, chain",1,creating-shared-value-sustainability-report-2023-en.pdf
"13.29 million tonnes 13.58 Net GHG emissions vs. 2018 baseline Creating Shared Value and Sustainability Report 2023 7 Table of contents On the road to net zero  Restated due to acquisitions, divestitures, emissions factor restatements and adjusted scope. Footprint in scope for Net Zero. As indicated in the graphs above, 90 of Nestlé total emissions (87.54 million tonnes) are in scope of Net Zero (79.55 million tonnes).",422,ONT_015,GHG_Emissions,Environmental,GHG_Emissions,ONTOLOGY,0.25,1,emissions,1,creating-shared-value-sustainability-report-2023-en.pdf
"We are following SBTi guidelines, restating our 2018 baseline and excluding the following Scope 3 emissions from our net zero commitment: direct use-phase of sold products, purchased services, leased assets, capital goods and investments, totaling 7.99 million tonnes CO2e. As per GHG Protocol guidance, the reporting of the emissions related to the indirect use- phase of our sold products is optional and should be disclosed separately from Scopes 1, 2 and 3 reporting.",471,ONT_015,GHG_Emissions,Environmental,GHG_Emissions,ONTOLOGY,0.25,1,emissions,1,creating-shared-value-sustainability-report-2023-en.pdf
"Renewable electricity at our manufacturing sites at year end (), with a target of 100 by 2025 91.9 in 2023 78.4 in 2022 63.7 in 2021 Total Scope 1, 2 and 3 GHG emissions (million tonnes of CO₂e) Scope 1 (emitted directly) Scope 2 (emitted indirectly market-based) Scope 3 (in scope for Net Zero Roadmap) Scope 3 (not in scope for Net Zero Roadmap) 67 Sourcing our ingredients and finished goods 5 Manufacturing our products 12 Packaging our products 7 Managing logistics 9 Overheads and others 2021 2022 2023 2018 baseline: In scope for Net Zero Roadmap 98.75 93.29 88.42 3.38 1.44 103.58 93.79 3.27 0.74 97.80 84.08 3.16 0.31 87.54 Context In 2023, the impacts of climate change continued to affect more people and ecosystems around the world, notably through extreme weather events.",784,ONT_015,GHG_Emissions,Environmental,GHG_Emissions,ONTOLOGY,0.25,1,emissions,1,creating-shared-value-sustainability-report-2023-en.pdf
"Each business has to play its part to mitigate risks for people and the planet. Nestlé accelerated performance during 2023, achieving a 13.58 GHG emissions reduction relative to the 2018 baseline. Climate change is considered to bring material risks and opportunities for Nestlé. We use the Task Force on Climate-Related Financial Disclosures (TCFD) methodology to assess and disclose our climate risks and opportunities.",421,ONT_034,Climate_Risk_Mgmt.,Environmental,Climate_Risk_Mgmt.,ONTOLOGY,0.2857142857142857,2,"climate, risk",1,creating-shared-value-sustainability-report-2023-en.pdf
"These are covered in this chapter and summarized in the appendix of this report. For more on business risks, please refer to the 2023 Nestlé Annual Review. Approach In 2020, we published the Nestlé Net Zero Roadmap (see the latest report here) to set out how we plan to meet our net zero commitment by 2050.",307,ONT_034,Climate_Risk_Mgmt.,Environmental,Climate_Risk_Mgmt.,ONTOLOGY,0.14285714285714285,1,risk,1,creating-shared-value-sustainability-report-2023-en.pdf
