text,text_length,indicator_id,indicator_name,category,subcategory,framework,match_score,keyword_matches,matched_keywords,label,report_name
"Over several years, we have strengthened our anti-financial crime expertise, improved processes and established external partnerships. In 2023, our Anti-Financial Crime department grew by around 500 to over 2,400 employees.",223,ONT_018,Employee_Development,Environmental,Employee_Development,ONTOLOGY,0.2,1,employee,1,Non-Financial-Report-2023.pdf
"Recognizing that all our people play a key role in fighting financial crime, we continue to strengthen our risk culture, inform our employees regularly about all key regulations and encourage an environment where everyone feels comfortable to speak-up and address weaknesses, mistakes or irregularities. We have sharpened our focus on educating our people on emerging threats and the impact these can have on individuals, institutions, and society more broadly.",461,ONT_018,Employee_Development,Environmental,Employee_Development,ONTOLOGY,0.2,1,employee,1,Non-Financial-Report-2023.pdf
We held a Fighting Financial Crime week that saw strong employee participation and a range of experts from both outside the bank and from senior management. We have made significant progress on remedying control deficiencies but understand there is more to do. We will continue to work closely with our regulators and invest the necessary resources. Establishing strong controls that can adapt to changing regulations and market conditions protects both the bank and our clients.,479,ONT_018,Employee_Development,Environmental,Employee_Development,ONTOLOGY,0.2,1,employee,1,Non-Financial-Report-2023.pdf
"An important example has been our ability to support our clients in an evolving sanctions landscape. Additionally, strong controls can enable business and ensure we can safely deliver new products or market opportunities for our clients. A diverse workforce is essential if we want to provide tailored solutions for our clients worldwide. This is reflected in our employee network. Our bank is represented in 57 countries and home to 153 nationalities.",452,ONT_018,Employee_Development,Environmental,Employee_Development,ONTOLOGY,0.2,1,employee,1,Non-Financial-Report-2023.pdf
"In 2023, we strengthened the concept of equity within our diversity, equity and inclusion vision and initiatives. Across leadership levels we increased awareness on how we can support employees with different starting points, while continuing to invest in our equity programs for historically under-represented groups. We remain on track to achieve our gender diversity goals, including at least 35 women in our top ranks by 2025.",430,ONT_041,Diversity,Environmental,Diversity,ONTOLOGY,0.3333333333333333,1,diversity,1,Non-Financial-Report-2023.pdf
"At the same time, we strive to create a working environment that promotes life-long learning, for instance with a learning platform that understands preferences and recommends content. Furthermore, we encourage our employees to contribute their professional expertise and life skills to our corporate social responsibility activities. It fills us with pride that more than 23,400 employees dedicated over 212,000 hours to supporting a wide range of non-profit activities.",471,ONT_018,Employee_Development,Environmental,Employee_Development,ONTOLOGY,0.2,1,employee,1,Non-Financial-Report-2023.pdf
"For example, they taught financial literacy at schools and have reached 65,800 students since 2021 in Germany alone. In the future, we plan to extend our financial literacy programs to enable young people to embrace the responsibility for financial challenges. These and other initiatives allow us to make measurable contributions to solving societal challenges and supporting people and communities.",400,ONT_045,Financial_Inclusion,Environmental,Financial_Inclusion,ONTOLOGY,0.2,1,financial,1,Non-Financial-Report-2023.pdf
"Our clear ambition is to firmly stand at the center of society and play a part in making the world a more sustainable place. This is also a precondition for Deutsche Banks lasting business success and therefore our non-financial and financial targets guide us equally. In 2023, we were able to prove that we are on the right track in both areas.",345,ONT_037,Community_and_Society,Environmental,Community_and_Society,ONTOLOGY,0.2,1,society,1,Non-Financial-Report-2023.pdf
"We owe much of the progress to our clients, our shareholders and our employees, and I would like to thank them most sincerely for their loyalty and support. Once again last year, we showed that we are a strong and reliable partner for our stakeholders. And it is our aspiration and duty to continue to be a responsible corporate citizen and the first point of contact for our clients in all their financial matters, contributing to their lasting success and financial security.",477,ONT_018,Employee_Development,Environmental,Employee_Development,ONTOLOGY,0.2,1,employee,1,Non-Financial-Report-2023.pdf
"Yours sincerely, Christian Sewing 5 Dear Readers, Transforming its business model in recent years, Deutsche Bank has built solid foundations for sustainable growth and gained further credibility and confidence among clients, shareholders and regulators. It is our responsibility to preserve this confidence. In 2023, our bank once again delivered sound financial results and demonstrated resilience in a volatile environment.",425,ONT_045,Financial_Inclusion,Environmental,Financial_Inclusion,ONTOLOGY,0.2,1,financial,1,Non-Financial-Report-2023.pdf
"However, we do not measure success by financial results alone; the bank must also achieve its ambitions and those of all relevant stakeholders when it comes to key non-financial factors. For this reason, during the past year, the Supervisory Board has been working intensively on the topics raised in this report.",313,,GHGEmissionsScope1,Environmental,Climate Change,,0.375,3,"raised, topics, stakeholder",1,Non-Financial-Report-2023.pdf
"Our focus in the Supervisory Board was primarily on strengthening corporate governance through reinforced controls and ensuring compliance with the banks policies, supporting the transition to a more sustainable economy and driving digitalization in the interest of our clients. As a global bank we are exposed to a wide range of threats, some of which are complex. Effective controls are therefore needed to protect the bank and our clients.",442,ONT_038,Corporate_Governance,Environmental,Corporate_Governance,ONTOLOGY,0.4,2,"governance, corporate",1,Non-Financial-Report-2023.pdf
"The Management Board is continuously working to further strengthen controls and address weaknesses. In doing so, it receives advice from and is monitored by the Supervisory Board and its committees. The Regulatory Oversight Committee oversees the Management Boards actions with regard to complying with legal requirements, authorities regulations and the companys own policies.",377,ONT_020,Board_Diversity,Environmental,Board_Diversity,ONTOLOGY,0.2,1,board,1,Non-Financial-Report-2023.pdf
"The Committee also supports the Supervisory Board in monitoring litigation cases that are most relevant from a risk perspective. In addition, the Committee regularly reviews the banks codes of conduct and ethics in addition to its policies. It remains a key objective for the bank to promote diversity and inclusion. We also attach great importance to this principle in the composition of the Supervisory Board and the Management Board.",436,ONT_020,Board_Diversity,Environmental,Board_Diversity,ONTOLOGY,0.4,2,"board, diversity",1,Non-Financial-Report-2023.pdf
We are well aware that we are currently not meeting our own standards for gender diversity in the Management Board. The Supervisory Board is focused on increasing the share of women in senior leadership positions both at Management Board level and below.,254,ONT_020,Board_Diversity,Environmental,Board_Diversity,ONTOLOGY,0.4,2,"board, diversity",1,Non-Financial-Report-2023.pdf
"Integrating gender diversity as well as our sustainability objectives even more firmly in the performance goals for our Management Board members is one of the elements of our new compensation system, which we will submit for voting at this years Annual General Meeting. More details on this can be found in the Compensation Report, which is part of our Annual Report.",367,ONT_020,Board_Diversity,Environmental,Board_Diversity,ONTOLOGY,0.4,2,"board, diversity",1,Non-Financial-Report-2023.pdf
"Sustainability is another top priority for the Supervisory Board, which is why we discuss it together with other strategic topics in the Strategy and Sustainability Committee. As a Global Hausbank, we support the transition towards sustainable growth and a low-carbon economy by enabling sustainable financing and ESG investments and providing advice and support to clients in their transformation. At the same time, the bank has committed to achieving a climate-neutral banking business.",488,ONT_020,Board_Diversity,Environmental,Board_Diversity,ONTOLOGY,0.2,1,board,1,Non-Financial-Report-2023.pdf
The initial Transition Plan published last year was a major milestone on the path to climate neutrality. It explains in detail how the Management Board intends to reduce the financed emissions for carbon-intensive industries in the banks loan portfolio. The Management Board also reported regularly to the Supervisory Board on the banks progress in implementing its sustainability strategy.,390,ONT_015,GHG_Emissions,Environmental,GHG_Emissions,ONTOLOGY,0.25,1,emissions,1,Non-Financial-Report-2023.pdf
"The transition to a more sustainable way of life is not the only thing that will impact our clients expectations and drive digitalization in the financial industry; technological innovations will have a similar impact. Barely any other development is expected to have as much influence as the use of artificial intelligence (AI), which was also addressed by the Supervisory Board last year.",390,ONT_018,Employee_Development,Environmental,Employee_Development,ONTOLOGY,0.2,1,development,1,Non-Financial-Report-2023.pdf
"The bank launched a program in 2023 to expand the development and adoption of AI solutions across the bank and explore various use cases. In this field too, data security and appropriate controls are imperative. For this reason, the bank established an Artificial Intelligence Oversight Forum, whose task it is to ensure bank-wide supervision and governance as well as adequate monitoring and risk assessment of AI solutions and their alignment with the banks strategic objectives.",481,ONT_018,Employee_Development,Environmental,Employee_Development,ONTOLOGY,0.2,1,development,1,Non-Financial-Report-2023.pdf
"In addition to developments in AI and machine learning, advances in cloud transformation and IT security were key topics in the Supervisory Boards Technology, Data and Innovation Committee. A regular topic of discussion in the Committee was the impact of the geopolitical situation on our cyber and information security. A more detailed report on the work of the Supervisory Board on these and other issues can be found in Deutsche Banks Annual Report.",452,ONT_018,Employee_Development,Environmental,Employee_Development,ONTOLOGY,0.2,1,development,1,Non-Financial-Report-2023.pdf
"6 In recent years, Deutsche Bank has built solid foundations to help clients navigate geopolitical uncertainties and support the transformation to a more sustainable and digital economy. As a responsible corporate citizen, the bank is closely connected to society and all its stakeholders. We want to support people and help strengthen local economies.",352,ONT_037,Community_and_Society,Environmental,Community_and_Society,ONTOLOGY,0.2,1,society,1,Non-Financial-Report-2023.pdf
"The Supervisory Board will support the Management Board to continue along this direction, strengthening controls and helping Deutsche Bank live up to its social responsibilities. Yours, Alexander Wynaendts Chairman of the Supervisory Board Deutsche Bank AG Introduction 8 About Deutsche Bank 9 About this report 10 Materiality assessment Deutsche Bank Non-Financial Report 2023 1 For further details please see the investor relations website.",442,ONT_020,Board_Diversity,Environmental,Board_Diversity,ONTOLOGY,0.2,1,board,1,Non-Financial-Report-2023.pdf
"2 From best to worst 3 A decile rank of 1 indicates high performance relative to industry peers 3 The assessment is explicitly relative to the standards and performance of a companys industry peers, therefore there is no industry average Selected ESG ratings and assessments 20231 MSCI ESG Ratings 2022: A 2021: A Scale2: AAA to CCC Sector average4:  A Sustainalytics ESG Risk Rating 2022: 27.9 2021: 27.4 Scale2: 0 to 100 27.9 About Deutsche Bank Our values We want to foster an open and diverse work environment in which staff opinions and speaking up are valued, and in which our employees and the firms success is built on teamwork and mutual respect in serving our clients, stakeholders and communities.",708,ONT_018,Employee_Development,Environmental,Employee_Development,ONTOLOGY,0.2,1,employee,1,Non-Financial-Report-2023.pdf
"We expect all our employees to embrace our corporate values: integrity, sustainable performance, client centricity, innovation, discipline, and partnership. Our business We focus on four client-centric businesses: Corporate Bank, Investment Bank, Private Bank and Asset Management.",281,ONT_018,Employee_Development,Environmental,Employee_Development,ONTOLOGY,0.2,1,employee,1,Non-Financial-Report-2023.pdf
"We provide corporate and transaction banking, lending, focused investment banking, retail and private banking as well as asset and wealth management products and services to private individuals, small and medium-sized companies, corporations, governments and institutional investors. Our strategy As the leading bank in Germany with deep European roots and a global network, we accompany our clients wherever they need us.",422,ONT_025,Green_Products,Environmental,Green_Products,ONTOLOGY,0.2,1,products,1,Non-Financial-Report-2023.pdf
"As Global Hausbank we aim to be their first point of contact in all financial matters  with unique risk management, modern technology platforms, a strong product suite and access to markets worldwide. We aspire to help our clients navigate through geopolitical and macroeconomic shifts and accelerate their transition to a more sustainable and digitized economy.",362,ONT_029,Product_Safety,Environmental,Product_Safety,ONTOLOGY,0.2,1,product,1,Non-Financial-Report-2023.pdf
"57 Countries 90,130 Employees 153 Nationalities Loan book  479 bn AuM Private Bank  559 bn AuM Asset Management  896 bn Germany EMEA Americas APAC Since its founding in 1870, Deutsche Bank has been Germanys leading bank. It has a strong market position in Europe and a significant presence in the Americas and Asia-Pacific. For more than 150 years Deutsche Bank has been connecting worlds to help people and businesses to achieve their goals.",442,ONT_018,Employee_Development,Environmental,Employee_Development,ONTOLOGY,0.2,1,employee,1,Non-Financial-Report-2023.pdf
"Our global network ISS ESG Corporate Rating 2022: C (prime status) 2021: C (prime status) Scale2: A to D- Decile-rank3: 110 C(prime status) CDP Climate Change 2022: B 2021: B Scale2: A to D- Sector average: B B SP Global CSA 2022: 59 2021: 60 Scale2: 100 to 0 Sector average: 34 54 18 44 28 17 11 Regional revenue split 8 9 Deutsche Bank Introduction Non-Financial Report 2023 About this report About this report GRI 2-3 This annual Non-Financial Report 2023, which covers the reporting period from January 1, 2023, to December 31, 2023, communicates Deutsche Banks group-wide management approaches for a set of non-financial topics, major activities, and the related progress made in 2023.",690,ONT_038,Corporate_Governance,Environmental,Corporate_Governance,ONTOLOGY,0.2,1,corporate,1,Non-Financial-Report-2023.pdf
"It also describes Deutsche Banks related governance, policies, and set-up for these topics. The Non-Financial Report is prepared on a consolidated basis and the scope of consolidation is the same as for the Groups consolidated financial statements.",248,,GHGEmissionsScope1,Environmental,Climate Change,,0.375,3,"governance, topics, groups",1,Non-Financial-Report-2023.pdf
"This means that the Non-Financial Report covers Deutsche Bank Aktiengesellschaft, Taunusanlage 12, 60325 Frankfurt am Main, Germany (the parent) together with all entities in which the parent has a controlling financial interest (the consolidated subsidiaries). Where necessary specificities for certain consolidated subsidiaries, for example DWS, are separately highlighted.",375,ONT_045,Financial_Inclusion,Environmental,Financial_Inclusion,ONTOLOGY,0.2,1,financial,1,Non-Financial-Report-2023.pdf
"Content within the report marked by a line in the margin corresponds to the mandatory Non-Financial Statement within the meaning of Section 315b German Commercial Code (Handelsgesetzbuch, HGB). The Non-Financial Statement complies with Section 315c (1) HGB in conjunction with Section 289c HGB. The mandatory description of the business model to which this report refers can be found in the Annual Report  Combined Management Report  Operating and Financial Review  Deutsche Bank Group.",486,ONT_045,Financial_Inclusion,Environmental,Financial_Inclusion,ONTOLOGY,0.2,1,financial,1,Non-Financial-Report-2023.pdf
"This section of the Annual Report and the Non-Financial Report are prepared in accordance with the Global Reporting Initiative (GRI) and the GRI Sustainability Reporting Standards. References to show compliance with GRI Standards are indicated in the respective chapter andor sub-chapter heading. In addition, a GRI table is published in the Appendix.",351,ONT_045,Financial_Inclusion,Environmental,Financial_Inclusion,ONTOLOGY,0.2,1,financial,1,Non-Financial-Report-2023.pdf
"Certain information required by GRI 207 Tax is part of the Country-By-Country Reporting in the Notes to the Annual Report of Deutsche Bank Group to which this report refers. Furthermore, the Non-Financial Statement complies with the disclosure obligations under Article 8 (1) and (3) of the Taxonomy Regulation and the respective specifications in Articles 4 and 10 (5) of the associated Disclosures Delegated Act ((EU) 20212178).",430,ONT_045,Financial_Inclusion,Environmental,Financial_Inclusion,ONTOLOGY,0.2,1,financial,1,Non-Financial-Report-2023.pdf
"The Non-Financial Report 2023 is subject to a limited assurance engagement as seen in the Reports of the Independent Auditor. Disclosures for prior years and references to additional information beyond the scope of the Non-Financial Report (for example, external websites) are not subject to the limited assurance procedures for the 2023 reporting period. References to websites or other publications of Deutsche Bank are not subject to independent verification and are indicated by an asterisk ().",498,ONT_045,Financial_Inclusion,Environmental,Financial_Inclusion,ONTOLOGY,0.2,1,financial,1,Non-Financial-Report-2023.pdf
The Non-Financial Report 2023 uses reporting metrics of the Sustainability Accounting Standards Board (SASB) Standards and includes a table that indicates which of its chapters and sub-chapters contain disclosures recommended by the Task Force on Climate-related Financial Disclosures (TCFD). The report discusses the topics required for Deutsche Banks communication on progress for the UN Global Compact (see GRI Content Index and UN Global Compact in the Appendix).,467,ONT_020,Board_Diversity,Environmental,Board_Diversity,ONTOLOGY,0.2,1,board,1,Non-Financial-Report-2023.pdf
"For the financial year starting January 1, 2024, Deutsche Bank will be required by the Corporate Sustainability Reporting Directive (CSRD) to report sustainability information according to the European Sustainability Reporting Standards (ESRS) as part of its annual report. The Group runs a centrally managed CSRDESRS implementation project for the new sustainability disclosure requirements.",392,ONT_038,Corporate_Governance,Environmental,Corporate_Governance,ONTOLOGY,0.2,1,corporate,1,Non-Financial-Report-2023.pdf
"The project, which is part of the Key Deliverable Sustainability Strategy, is sponsored by the Groups Chief Sustainability Officer and the Groups Chief Financial Officer and includes all business divisions and infrastructure functions.",235,ONT_045,Financial_Inclusion,Environmental,Financial_Inclusion,ONTOLOGY,0.2,1,financial,1,Non-Financial-Report-2023.pdf
"10 Deutsche Bank Introduction Non-Financial Report 2023 Materiality assessment Materiality assessment GRI 2-12, 3-13 The Non-Financial Report discloses information on material non-financial topics for Deutsche Bank and its stakeholders, determined through the banks materiality assessment (hereafter the assessment).",316,,GHGEmissionsScope1,Environmental,Climate Change,,0.25,2,"topics, stakeholder",1,Non-Financial-Report-2023.pdf
The assessment references the Global Reporting Initiative (GRI) standards and considers external stakeholder expectations as well as internal perception of the business relevance of ESG topics.,193,,GHGEmissionsScope1,Environmental,Climate Change,,0.25,2,"topics, stakeholder",1,Non-Financial-Report-2023.pdf
"To ensure that the banks reporting conforms with the German Commercial Code, Deutsche Bank supplements its assessment by prioritizing topics based on their relevance to understand the banks current or future development, financial position, performance, or cash flows in accordance with Section 315c (2) HGB.",308,ONT_018,Employee_Development,Environmental,Employee_Development,ONTOLOGY,0.2,1,development,1,Non-Financial-Report-2023.pdf
"Deutsche Bank did not identify any business activities, relationships, products, or services that would be associated with potentially significant risks that were very likely to have or will in future have a severe negative impact on the material ESG topics. The assessment was conducted based on the process illustrated as follows. Its result determines the content of this Non-Financial Report.",396,ONT_025,Green_Products,Environmental,Green_Products,ONTOLOGY,0.2,1,products,1,Non-Financial-Report-2023.pdf
"Materiality assessment process 11 Deutsche Bank Introduction Non-Financial Report 2023 Materiality assessment Material non-financial topics 2023 GRI 3-12 Recognizing the long-term nature of non-financial issues, Deutsche Bank does not conduct an annual assessment of non- financial topics. Therefore, the material topics shown in the 2023 matrix below reflect the results of the 2021 assessment.",395,ONT_045,Financial_Inclusion,Environmental,Financial_Inclusion,ONTOLOGY,0.2,1,financial,1,Non-Financial-Report-2023.pdf
"For each material topic Deutsche Bank has policies and procedures in place to manage associated impacts andor risks, and opportunities as well as key performance indicators, and targets where appropriate, to evaluate the performance and effectiveness of its policies and actions and assess progress. These are further described in the following chapters of this report.",369,ONT_001,EnergyEfficiency,Environmental,EnergyEfficiency,ONTOLOGY,0.3333333333333333,1,indicator,1,Non-Financial-Report-2023.pdf
"All topics at the top right area of the matrix met the materiality requirements of Section 315c in conjunction with Section 289c (3) HGB and form the banks Non-Financial Statement. Throughout the report, each material topic of the Non-Financial Statement is marked by a line in the margin. The topics marked blue are covered by the banks sustainability strategy.",362,ONT_045,Financial_Inclusion,Environmental,Financial_Inclusion,ONTOLOGY,0.2,1,financial,1,Non-Financial-Report-2023.pdf
"1 In 2023, Deutsche Bank extended its portfolio assessment to further environmental risks as described in the chapter Climate and other environmental risks For the financial year starting January 1, 2024, Deutsche Bank will be required by the CSRD to conduct its materiality assessment according to the ESRS.",308,ONT_034,Climate_Risk_Mgmt.,Environmental,Climate_Risk_Mgmt.,ONTOLOGY,0.42857142857142855,3,"climate, risk, environmental",1,Non-Financial-Report-2023.pdf
"Transition toward a sustainable and climate-neutral economy 14 Sustainability strategy and implementation 21 Sustainable finance 45 Climate and other environmental risks 65 Environmental and social due diligence 73 Human rights 78 In-house ecology Deutsche Bank Non-Financial Report 2023 Transition toward a sustainable and climate-neutral economy at a glance A ss et M a n a g e m e n t In v e st m e nt B a n k P ri va te B a n k C or p o ra te B a n k Deutsche Bank supports the transition toward a sustainable and climate-friendly economy Cumulative sustainable financing and ESG investments of  279 billion at year end 2023 with the target to achieve  500 billion by year end 2025 Deutsche Bank aligns the carbon intensity of its lending portfolio to Paris Agreements targets Founding member of the Net Zero Banking Alliance and Net Zero Asset Managers initiatives Facts and figures 2023 sustainable financing and investments reached by the end of 2023  279 billion Progress in GHG emissions and energy consumption reduction in own operations and business travel Total energy consumption (in GJ) Total GHG emissions (in t of CO2e) Sustainable financing and ESG investments progress since 2021 Assets under Management  9 bn Financing  31 bn Issuance  24 bn 2023 2021  112 bn 2022  58 bn  64 bn 2021 2,397,381 2022 1,931,103 2023 1,728,243 2021 73,852 2022 75,513 2023 85,635 of total financed emissions of our corporate loan portfolio are covered by net-zero pathways reduction of scope 1 and 2 emissions since end of 2019 13 54.4 71 14 Deutsche Bank Transition toward a sustainable and climate-neutral economy Non-Financial Report 2023 Sustainability strategy and implementation Sustainability strategy and implementation  Outlook and ambition communicated at second Sustainability Deep Dive in March 2023  Strengthened governance to advance strategy implementation  Additional three net-zero targets and Initial Transition Plan published GRI 2-22 Deutsche Banks Management Board made sustainability a management priority in 2019.",2035,ONT_003,Energy,Environmental,Energy,ONTOLOGY,0.6666666666666666,2,"environmental, energy",1,Non-Financial-Report-2023.pdf
"Four and a half years later it has been confirmed how complex the transformation of economies will be, especially regarding net-zero. Decoupling economic growth from CO2 emissions and the extensive use of natural resources will be decisive as the planets ecosystem comes close to going beyond tipping points. The task is made more complex given significant geopolitical and macroeconomic uncertainties.",402,ONT_015,GHG_Emissions,Environmental,GHG_Emissions,ONTOLOGY,0.25,1,emissions,1,Non-Financial-Report-2023.pdf
"This transition has the potential to disrupt entire industries as adapting business and operating models will require considerable investments. On the other hand, corporates have been developing their transition strategies, and private clients are now also much more aware of the risks and challenges ahead, whether as investors or property owners. They are increasingly turning to banks for advice and financing of their low-carbon transition and social activities.",466,ONT_038,Corporate_Governance,Environmental,Corporate_Governance,ONTOLOGY,0.2,1,corporate,1,Non-Financial-Report-2023.pdf
"In addition, regulators are focusing increasingly on sustainability matters such as net-zero transition, diversity and human rights and it is the banks task to implement these rules. The basis for this is a constant dialogue to ensure that the regulation supports the common endeavor: fighting against climate change, respecting human rights and ensuring the stability of the financial system.",393,ONT_021,Human_Rights,Environmental,Human_Rights,ONTOLOGY,0.4,2,"rights, human",1,Non-Financial-Report-2023.pdf
"Sustainability Governance GRI 2-9121317 In 2023, Deutsche Bank further integrated the oversight of sustainability-related issues into governance structures on several levels, ranging from the Supervisory Board and the Group Sustainability Committee to senior business leadership, key infrastructure and control functions as well as specialist teams.",349,ONT_020,Board_Diversity,Environmental,Board_Diversity,ONTOLOGY,0.2,1,board,1,Non-Financial-Report-2023.pdf
"The governance structure is as follows: 15 Deutsche Bank Transition toward a sustainable and climate-neutral economy Non-Financial Report 2023 Sustainability strategy and implementation Sustainability committees and fora The bank has two committees, two fora and one council entirely devoted to sustainability: The Group Sustainability Committee acts as the main governance and decision-making body for sustainability-related matters across the Deutsche Bank Group.",465,ONT_038,Corporate_Governance,Environmental,Corporate_Governance,ONTOLOGY,0.2,1,governance,1,Non-Financial-Report-2023.pdf
